######################################################################
#
# LoggerIdentifier    : 1858035C
# Comment             : 
# PC Time             : 15 September 2021 , 12:40:58
# Logger Time         : 15 September 2021 , 12:40:58
# StartBatteryVoltage :      2970 mV
# EndBatteryVoltage   :      2902 mV
# TotalSampleCount    :    456793
# ResistanceOffset    :     11905.14456
# ResistanceScale     :     90939.70156
# TemperatureOffset   :         0.0009057505
# TemperatureLinear   :         0.0002256978
# TemperatureCubic    :         0.0000001097
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2021 09 15 10 55 08    25594    36444.303       20.669
2021 09 15 10 55 09    25603    36456.556       20.661
2021 09 15 10 55 10    25611    36467.450       20.654
2021 09 15 10 55 11    25620    36479.708       20.647
2021 09 15 10 55 12    25627    36489.243       20.641
2021 09 15 10 55 13    25633    36497.417       20.636
2021 09 15 10 55 14    25640    36506.955       20.630
2021 09 15 10 55 15    25648    36517.858       20.623
2021 09 15 10 55 16    25655    36527.399       20.617
2021 09 15 10 55 17    25660    36534.215       20.613
2021 09 15 10 55 18    25666    36542.395       20.608
2021 09 15 10 55 19    25673    36551.940       20.602
2021 09 15 10 55 20    25680    36561.486       20.596
2021 09 15 10 55 21    25687    36571.034       20.590
2021 09 15 10 55 22    25696    36583.312       20.582
2021 09 15 10 55 23    25702    36591.498       20.577
2021 09 15 10 55 24    25710    36602.415       20.571
2021 09 15 10 55 25    25717    36611.969       20.565
2021 09 15 10 55 26    25724    36621.524       20.559
2021 09 15 10 55 27    25731    36631.081       20.553
2021 09 15 10 55 28    25738    36640.639       20.547
2021 09 15 10 55 29    25743    36647.467       20.543
2021 09 15 10 55 30    25749    36655.662       20.538
2021 09 15 10 55 31    25755    36663.858       20.533
2021 09 15 10 55 32    25762    36673.421       20.527
2021 09 15 10 55 33    25769    36682.985       20.521
2021 09 15 10 55 34    25775    36691.184       20.516
2021 09 15 10 55 35    25781    36699.385       20.511
2021 09 15 10 55 36    25786    36706.219       20.507
2021 09 15 10 55 37    25791    36713.054       20.502
2021 09 15 10 55 38    25795    36718.523       20.499
2021 09 15 10 55 39    25799    36723.992       20.496
2021 09 15 10 55 40    25804    36730.829       20.492
2021 09 15 10 55 41    25810    36739.034       20.486
2021 09 15 10 55 42    25816    36747.241       20.481
2021 09 15 10 55 43    25821    36754.080       20.477
2021 09 15 10 55 44    25825    36759.553       20.474
2021 09 15 10 55 45    25831    36767.762       20.469
2021 09 15 10 55 46    25838    36777.340       20.463
2021 09 15 10 55 47    25843    36784.183       20.459
2021 09 15 10 55 48    25849    36792.395       20.454
2021 09 15 10 55 49    25854    36799.240       20.450
2021 09 15 10 55 50    25859    36806.085       20.445
2021 09 15 10 55 51    25864    36812.931       20.441
2021 09 15 10 55 52    25870    36821.147       20.436
2021 09 15 10 55 53    25878    36832.103       20.429
2021 09 15 10 55 54    25885    36841.691       20.423
2021 09 15 10 55 55    25893    36852.651       20.417
2021 09 15 10 55 56    25900    36862.242       20.411
2021 09 15 10 55 57    25907    36871.835       20.405
2021 09 15 10 55 58    25911    36877.317       20.402
2021 09 15 10 55 59    25918    36886.912       20.396
2021 09 15 10 56 00    25925    36896.509       20.390
2021 09 15 10 56 01    25934    36908.849       20.382
2021 09 15 10 56 02    25944    36922.564       20.374
2021 09 15 10 56 03    25952    36933.538       20.367
2021 09 15 10 56 04    25959    36943.141       20.361
2021 09 15 10 56 05    25965    36951.374       20.356
2021 09 15 10 56 06    25972    36960.980       20.350
2021 09 15 10 56 07    25979    36970.588       20.345
2021 09 15 10 56 08    25988    36982.942       20.337
2021 09 15 10 56 09    25997    36995.300       20.330
2021 09 15 10 56 10    26006    37007.659       20.322
2021 09 15 10 56 11    26013    37017.274       20.316
2021 09 15 10 56 12    26020    37026.890       20.310
2021 09 15 10 56 13    26027    37036.507       20.304
2021 09 15 10 56 14    26031    37042.004       20.301
2021 09 15 10 56 15    26035    37047.501       20.298
2021 09 15 10 56 16    26038    37051.624       20.295
2021 09 15 10 56 17    26042    37057.121       20.292
2021 09 15 10 56 18    26046    37062.619       20.288
2021 09 15 10 56 19    26052    37070.868       20.283
2021 09 15 10 56 20    26058    37079.117       20.278
2021 09 15 10 56 21    26064    37087.367       20.273
2021 09 15 10 56 22    26071    37096.994       20.268
2021 09 15 10 56 23    26079    37107.997       20.261
2021 09 15 10 56 24    26085    37116.251       20.256
2021 09 15 10 56 25    26091    37124.506       20.251
2021 09 15 10 56 26    26095    37130.010       20.247
2021 09 15 10 56 27    26100    37136.891       20.243
2021 09 15 10 56 28    26104    37142.396       20.240
2021 09 15 10 56 29    26108    37147.901       20.237
2021 09 15 10 56 30    26113    37154.784       20.232
2021 09 15 10 56 31    26117    37160.290       20.229
2021 09 15 10 56 32    26123    37168.551       20.224
2021 09 15 10 56 33    26128    37175.436       20.220
2021 09 15 10 56 34    26134    37183.698       20.215
2021 09 15 10 56 35    26139    37190.585       20.211
2021 09 15 10 56 36    26144    37197.472       20.207
2021 09 15 10 56 37    26148    37202.982       20.203
2021 09 15 10 56 38    26151    37207.115       20.201
2021 09 15 10 56 39    26156    37214.004       20.196
2021 09 15 10 56 40    26160    37219.516       20.193
2021 09 15 10 56 41    26166    37227.784       20.188
2021 09 15 10 56 42    26173    37237.432       20.182
2021 09 15 10 56 43    26183    37251.217       20.174
2021 09 15 10 56 44    26191    37262.247       20.167
2021 09 15 10 56 45    26199    37273.279       20.161
2021 09 15 10 56 46    26208    37285.692       20.153
2021 09 15 10 56 47    26215    37295.349       20.147
2021 09 15 10 56 48    26221    37303.627       20.142
2021 09 15 10 56 49    26227    37311.906       20.137
2021 09 15 10 56 50    26235    37322.947       20.131
2021 09 15 10 56 51    26244    37335.370       20.123
2021 09 15 10 56 52    26251    37345.034       20.117
2021 09 15 10 56 53    26258    37354.699       20.111
2021 09 15 10 56 54    26263    37361.604       20.107
2021 09 15 10 56 55    26268    37368.509       20.103
2021 09 15 10 56 56    26272    37374.034       20.100
2021 09 15 10 56 57    26277    37380.941       20.096
2021 09 15 10 56 58    26283    37389.230       20.091
2021 09 15 10 56 59    26288    37396.139       20.086
2021 09 15 10 57 00    26295    37405.812       20.081
2021 09 15 10 57 01    26301    37414.104       20.076
2021 09 15 10 57 02    26306    37421.015       20.071
2021 09 15 10 57 03    26313    37430.692       20.066
2021 09 15 10 57 04    26319    37438.988       20.061
2021 09 15 10 57 05    26325    37447.285       20.056
2021 09 15 10 57 06    26329    37452.816       20.052
2021 09 15 10 57 07    26334    37459.732       20.048
2021 09 15 10 57 08    26340    37468.031       20.043
2021 09 15 10 57 09    26345    37474.948       20.039
2021 09 15 10 57 10    26351    37483.249       20.034
2021 09 15 10 57 11    26358    37492.936       20.028
2021 09 15 10 57 12    26364    37501.239       20.023
2021 09 15 10 57 13    26369    37508.160       20.019
2021 09 15 10 57 14    26374    37515.081       20.015
2021 09 15 10 57 15    26382    37526.157       20.008
2021 09 15 10 57 16    26388    37534.465       20.003
2021 09 15 10 57 17    26393    37541.389       19.999
2021 09 15 10 57 18    26399    37549.699       19.994
2021 09 15 10 57 19    26405    37558.010       19.989
2021 09 15 10 57 20    26409    37563.551       19.986
2021 09 15 10 57 21    26414    37570.478       19.982
2021 09 15 10 57 22    26418    37576.021       19.978
2021 09 15 10 57 23    26424    37584.335       19.973
2021 09 15 10 57 24    26430    37592.651       19.968
2021 09 15 10 57 25    26434    37598.195       19.965
2021 09 15 10 57 26    26438    37603.740       19.962
2021 09 15 10 57 27    26438    37603.740       19.962
2021 09 15 10 57 28    26438    37603.740       19.962
2021 09 15 10 57 29    26438    37603.740       19.962
2021 09 15 10 57 30    26437    37602.353       19.962
2021 09 15 10 57 31    26438    37603.740       19.962
2021 09 15 10 57 32    26440    37606.512       19.960
2021 09 15 10 57 33    26443    37610.671       19.957
2021 09 15 10 57 34    26447    37616.217       19.954
2021 09 15 10 57 35    26451    37621.763       19.951
2021 09 15 10 57 36    26455    37627.310       19.948
2021 09 15 10 57 37    26458    37631.470       19.945
2021 09 15 10 57 38    26459    37632.857       19.944
2021 09 15 10 57 39    26461    37635.631       19.943
2021 09 15 10 57 40    26463    37638.405       19.941
2021 09 15 10 57 41    26466    37642.566       19.938
2021 09 15 10 57 42    26468    37645.340       19.937
2021 09 15 10 57 43    26471    37649.502       19.934
2021 09 15 10 57 44    26471    37649.502       19.934
2021 09 15 10 57 45    26473    37652.276       19.933
2021 09 15 10 57 46    26476    37656.438       19.930
2021 09 15 10 57 47    26479    37660.601       19.928
2021 09 15 10 57 48    26482    37664.763       19.925
2021 09 15 10 57 49    26485    37668.926       19.923
2021 09 15 10 57 50    26488    37673.089       19.920
2021 09 15 10 57 51    26492    37678.640       19.917
2021 09 15 10 57 52    26492    37678.640       19.917
2021 09 15 10 57 53    26492    37678.640       19.917
2021 09 15 10 57 54    26489    37674.477       19.919
2021 09 15 10 57 55    26487    37671.701       19.921
2021 09 15 10 57 56    26483    37666.151       19.924
2021 09 15 10 57 57    26481    37663.376       19.926
2021 09 15 10 57 58    26479    37660.601       19.928
2021 09 15 10 57 59    26478    37659.213       19.928
2021 09 15 10 58 00    26476    37656.438       19.930
2021 09 15 10 58 01    26477    37657.826       19.929
2021 09 15 10 58 02    26477    37657.826       19.929
2021 09 15 10 58 03    26480    37661.988       19.927
2021 09 15 10 58 04    26481    37663.376       19.926
2021 09 15 10 58 05    26484    37667.538       19.923
2021 09 15 10 58 06    26487    37671.701       19.921
2021 09 15 10 58 07    26490    37675.865       19.918
2021 09 15 10 58 08    26491    37677.252       19.918
2021 09 15 10 58 09    26494    37681.416       19.915
2021 09 15 10 58 10    26497    37685.580       19.913
2021 09 15 10 58 11    26499    37688.356       19.911
2021 09 15 10 58 12    26502    37692.520       19.909
2021 09 15 10 58 13    26504    37695.297       19.907
2021 09 15 10 58 14    26506    37698.073       19.905
2021 09 15 10 58 15    26507    37699.462       19.904
2021 09 15 10 58 16    26509    37702.238       19.903
2021 09 15 10 58 17    26510    37703.627       19.902
2021 09 15 10 58 18    26511    37705.015       19.901
2021 09 15 10 58 19    26513    37707.792       19.899
2021 09 15 10 58 20    26517    37713.346       19.896
2021 09 15 10 58 21    26521    37718.901       19.893
2021 09 15 10 58 22    26525    37724.456       19.889
2021 09 15 10 58 23    26528    37728.623       19.887
2021 09 15 10 58 24    26530    37731.401       19.885
2021 09 15 10 58 25    26533    37735.568       19.883
2021 09 15 10 58 26    26536    37739.735       19.880
2021 09 15 10 58 27    26539    37743.903       19.878
2021 09 15 10 58 28    26542    37748.071       19.875
2021 09 15 10 58 29    26547    37755.018       19.871
2021 09 15 10 58 30    26553    37763.356       19.866
2021 09 15 10 58 31    26557    37768.915       19.863
2021 09 15 10 58 32    26561    37774.474       19.860
2021 09 15 10 58 33    26564    37778.644       19.857
2021 09 15 10 58 34    26567    37782.814       19.855
2021 09 15 10 58 35    26571    37788.375       19.851
2021 09 15 10 58 36    26573    37791.155       19.850
2021 09 15 10 58 37    26575    37793.936       19.848
2021 09 15 10 58 38    26577    37796.717       19.846
2021 09 15 10 58 39    26579    37799.498       19.845
2021 09 15 10 58 40    26582    37803.669       19.842
2021 09 15 10 58 41    26585    37807.841       19.840
2021 09 15 10 58 42    26591    37816.185       19.835
2021 09 15 10 58 43    26594    37820.358       19.832
2021 09 15 10 58 44    26597    37824.531       19.830
2021 09 15 10 58 45    26600    37828.704       19.827
2021 09 15 10 58 46    26603    37832.878       19.825
2021 09 15 10 58 47    26605    37835.660       19.823
2021 09 15 10 58 48    26606    37837.051       19.822
2021 09 15 10 58 49    26609    37841.225       19.820
2021 09 15 10 58 50    26613    37846.791       19.817
2021 09 15 10 58 51    26617    37852.357       19.813
2021 09 15 10 58 52    26621    37857.924       19.810
2021 09 15 10 58 53    26624    37862.099       19.807
2021 09 15 10 58 54    26627    37866.275       19.805
2021 09 15 10 58 55    26628    37867.667       19.804
2021 09 15 10 58 56    26630    37870.451       19.802
2021 09 15 10 58 57    26632    37873.235       19.801
2021 09 15 10 58 58    26633    37874.627       19.800
2021 09 15 10 58 59    26636    37878.803       19.798
2021 09 15 10 59 00    26639    37882.980       19.795
2021 09 15 10 59 01    26641    37885.764       19.793
2021 09 15 10 59 02    26646    37892.727       19.789
2021 09 15 10 59 03    26650    37898.297       19.786
2021 09 15 10 59 04    26652    37901.082       19.784
2021 09 15 10 59 05    26652    37901.082       19.784
2021 09 15 10 59 06    26650    37898.297       19.786
2021 09 15 10 59 07    26649    37896.904       19.787
2021 09 15 10 59 08    26650    37898.297       19.786
2021 09 15 10 59 09    26651    37899.689       19.785
2021 09 15 10 59 10    26653    37902.475       19.783
2021 09 15 10 59 11    26656    37906.653       19.781
2021 09 15 10 59 12    26659    37910.831       19.779
2021 09 15 10 59 13    26662    37915.010       19.776
2021 09 15 10 59 14    26664    37917.796       19.774
2021 09 15 10 59 15    26665    37919.189       19.774
2021 09 15 10 59 16    26665    37919.189       19.774
2021 09 15 10 59 17    26664    37917.796       19.774
2021 09 15 10 59 18    26662    37915.010       19.776
2021 09 15 10 59 19    26661    37913.617       19.777
2021 09 15 10 59 20    26661    37913.617       19.777
2021 09 15 10 59 21    26662    37915.010       19.776
2021 09 15 10 59 22    26663    37916.403       19.775
2021 09 15 10 59 23    26663    37916.403       19.775
2021 09 15 10 59 24    26663    37916.403       19.775
2021 09 15 10 59 25    26664    37917.796       19.774
2021 09 15 10 59 26    26664    37917.796       19.774
2021 09 15 10 59 27    26662    37915.010       19.776
2021 09 15 10 59 28    26661    37913.617       19.777
2021 09 15 10 59 29    26660    37912.224       19.778
2021 09 15 10 59 30    26659    37910.831       19.779
2021 09 15 10 59 31    26660    37912.224       19.778
2021 09 15 10 59 32    26661    37913.617       19.777
2021 09 15 10 59 33    26663    37916.403       19.775
2021 09 15 10 59 34    26663    37916.403       19.775
2021 09 15 10 59 35    26663    37916.403       19.775
2021 09 15 10 59 36    26662    37915.010       19.776
2021 09 15 10 59 37    26661    37913.617       19.777
2021 09 15 10 59 38    26659    37910.831       19.779
2021 09 15 10 59 39    26658    37909.439       19.779
2021 09 15 10 59 40    26656    37906.653       19.781
2021 09 15 10 59 41    26654    37903.867       19.783
2021 09 15 10 59 42    26652    37901.082       19.784
2021 09 15 10 59 43    26651    37899.689       19.785
2021 09 15 10 59 44    26649    37896.904       19.787
2021 09 15 10 59 45    26648    37895.512       19.788
2021 09 15 10 59 46    26647    37894.119       19.788
2021 09 15 10 59 47    26646    37892.727       19.789
2021 09 15 10 59 48    26644    37889.942       19.791
2021 09 15 10 59 49    26642    37887.157       19.793
2021 09 15 10 59 50    26640    37884.372       19.794
2021 09 15 10 59 51    26636    37878.803       19.798
2021 09 15 10 59 52    26632    37873.235       19.801
2021 09 15 10 59 53    26628    37867.667       19.804
2021 09 15 10 59 54    26624    37862.099       19.807
2021 09 15 10 59 55    26620    37856.532       19.811
2021 09 15 10 59 56    26617    37852.357       19.813
2021 09 15 10 59 57    26618    37853.749       19.812
2021 09 15 10 59 58    26617    37852.357       19.813
2021 09 15 10 59 59    26615    37849.574       19.815
2021 09 15 11 00 00    26612    37845.399       19.817
2021 09 15 11 00 01    26609    37841.225       19.820
2021 09 15 11 00 02    26606    37837.051       19.822
2021 09 15 11 00 03    26603    37832.878       19.825
2021 09 15 11 00 04    26600    37828.704       19.827
2021 09 15 11 00 05    26597    37824.531       19.830
2021 09 15 11 00 06    26595    37821.749       19.831
2021 09 15 11 00 07    26593    37818.967       19.833
2021 09 15 11 00 08    26591    37816.185       19.835
2021 09 15 11 00 09    26588    37812.013       19.837
2021 09 15 11 00 10    26587    37810.622       19.838
2021 09 15 11 00 11    26585    37807.841       19.840
2021 09 15 11 00 12    26582    37803.669       19.842
2021 09 15 11 00 13    26580    37800.888       19.844
2021 09 15 11 00 14    26577    37796.717       19.846
2021 09 15 11 00 15    26575    37793.936       19.848
2021 09 15 11 00 16    26573    37791.155       19.850
2021 09 15 11 00 17    26572    37789.765       19.851
2021 09 15 11 00 18    26569    37785.594       19.853
2021 09 15 11 00 19    26565    37780.034       19.856
2021 09 15 11 00 20    26559    37771.694       19.861
2021 09 15 11 00 21    26554    37764.745       19.865
2021 09 15 11 00 22    26549    37757.797       19.870
2021 09 15 11 00 23    26546    37753.628       19.872
2021 09 15 11 00 24    26543    37749.460       19.875
2021 09 15 11 00 25    26542    37748.071       19.875
2021 09 15 11 00 26    26542    37748.071       19.875
2021 09 15 11 00 27    26544    37750.850       19.874
2021 09 15 11 00 28    26546    37753.628       19.872
2021 09 15 11 00 29    26547    37755.018       19.871
2021 09 15 11 00 30    26546    37753.628       19.872
2021 09 15 11 00 31    26545    37752.239       19.873
2021 09 15 11 00 32    26545    37752.239       19.873
2021 09 15 11 00 33    26546    37753.628       19.872
2021 09 15 11 00 34    26545    37752.239       19.873
2021 09 15 11 00 35    26546    37753.628       19.872
2021 09 15 11 00 36    26546    37753.628       19.872
2021 09 15 11 00 37    26548    37756.407       19.870
2021 09 15 11 00 38    26549    37757.797       19.870
