offset(cm),sensor_temp(C),dark_pixel,data_type,bin_interval(nm),start_wavelength,end_wavelength,time (us),390.0, 392.0, 394.0, 396.0, 398.0, 400.0, 402.0, 404.0, 406.0, 408.0, 410.0, 412.0, 414.0, 416.0, 418.0, 420.0, 422.0, 424.0, 426.0, 428.0, 430.0, 432.0, 434.0, 436.0, 438.0, 440.0, 442.0, 444.0, 446.0, 448.0, 450.0, 452.0, 454.0, 456.0, 458.0, 460.0, 462.0, 464.0, 466.0, 468.0, 470.0, 472.0, 474.0, 476.0, 478.0, 480.0, 482.0, 484.0, 486.0, 488.0, 490.0, 492.0, 494.0, 496.0, 498.0, 500.0, 502.0, 504.0, 506.0, 508.0, 510.0, 512.0, 514.0, 516.0, 518.0, 520.0, 522.0, 524.0, 526.0, 528.0, 530.0, 532.0, 534.0, 536.0, 538.0, 540.0, 542.0, 544.0, 546.0, 548.0, 550.0, 552.0, 554.0, 556.0, 558.0, 560.0, 562.0, 564.0, 566.0, 568.0, 570.0, 572.0, 574.0, 576.0, 578.0, 580.0, 582.0, 584.0, 586.0, 588.0, 590.0, 592.0, 594.0, 596.0, 598.0, 600.0, 602.0, 604.0, 606.0, 608.0, 610.0, 612.0, 614.0, 616.0, 618.0, 620.0, 622.0, 624.0, 626.0, 628.0, 630.0, 632.0, 634.0, 636.0, 638.0, 640.0, 642.0, 644.0, 646.0, 648.0, 650.0, 652.0, 654.0, 656.0, 658.0, 660.0, 662.0, 664.0, 666.0, 668.0, 670.0, 672.0, 674.0, 676.0, 678.0, 680.0, 682.0, 684.0, 686.0, 688.0, 690.0, 692.0, 694.0, 696.0, 698.0, 700.0, 702.0, 704.0, 706.0, 708.0, 710.0, 712.0, 714.0, 716.0, 718.0

1.00,48.425,1662.3,RAW,2,390,720,320000,2005.679, 2158.152, 2329.665, 2498.533, 2666.800, 2798.496, 2898.446, 2959.691, 2954.350, 2860.347, 2722.788, 2591.403, 2471.151, 2380.648, 2308.388, 2271.141, 2242.610, 2241.496, 2252.850, 2281.826, 2326.526, 2371.692, 2429.290, 2490.496, 2535.439, 2589.538, 2641.174, 2694.140, 2733.737, 2768.666, 2779.132, 2775.062, 2759.557, 2718.592, 2664.806, 2635.622, 2607.517, 2585.638, 2572.633, 2556.639, 2549.675, 2548.000, 2554.280, 2562.947, 2585.765, 2607.934, 2639.566, 2686.607, 2726.547, 2779.756, 2842.861, 2916.883, 2985.325, 3073.184, 3142.726, 3251.873, 3321.130, 3392.723, 3449.044, 3489.424, 3529.765, 3542.324, 3549.520, 3557.769, 3570.314, 3586.575, 3599.704, 3622.887, 3652.400, 3670.702, 3689.517, 3712.684, 3730.742, 3744.256, 3767.809, 3782.567, 3806.397, 3823.296, 3853.361, 3885.967, 3924.389, 3970.742, 4024.937, 4072.179, 4137.780, 4196.857, 4257.066, 4314.371, 4358.634, 4386.117, 4431.495, 4454.513, 4483.092, 4518.576, 4546.948, 4587.848, 4625.365, 4657.756, 4701.047, 4735.544, 4759.327, 4793.957, 4816.597, 4839.935, 4863.954, 4880.532, 4906.925, 4934.085, 4956.867, 4965.836, 4977.723, 4997.539, 5020.284, 5032.025, 5045.886, 5058.297, 5068.957, 5083.887, 5087.056, 5095.629, 5099.694, 5110.798, 5125.899, 5129.033, 5128.951, 5123.000, 5117.865, 5108.542, 5108.089, 5104.333, 5094.243, 5094.648, 5090.000, 5083.982, 5070.245, 5061.667, 5050.578, 5032.174, 5028.152, 5025.417, 5019.062, 5009.441, 4995.450, 4982.969, 4967.532, 4958.394, 4948.985, 4931.695, 4918.442, 4918.000, 4920.555, 4921.165, 4912.883, 4892.957, 4883.337, 4886.857, 4879.753, 4878.315, 4878.959, 4863.861, 4857.330, 4850.965, 4833.720, 4799.907, 4755.854
2.00,48.425,1796.2,RAW,2,390,720,320000,7699.964, 10366.735, 13490.647, 16559.735, 19367.491, 21795.085, 23718.386, 24625.333, 24539.149, 22875.343, 20398.560, 17792.136, 15561.251, 13892.086, 12663.777, 11777.723, 11264.938, 11101.667, 11208.766, 11663.215, 12355.396, 13172.652, 14029.169, 14813.426, 15469.750, 16078.498, 16656.968, 17201.748, 17588.442, 17643.667, 17420.016, 16873.310, 16235.747, 15642.640, 15139.622, 14748.104, 14492.562, 14184.454, 13950.390, 13771.775, 13702.077, 13718.208, 13839.585, 14049.266, 14396.000, 14795.264, 15342.807, 15981.922, 16709.207, 17488.020, 18436.982, 19576.803, 20716.313, 22035.394, 23340.296, 24643.351, 25925.537, 26993.553, 27863.683, 28406.663, 28724.097, 28843.988, 28879.667, 28857.547, 28862.255, 28968.190, 29122.356, 29366.773, 29633.104, 29848.346, 30073.274, 30298.339, 30481.862, 30699.285, 30912.235, 31106.051, 31339.001, 31465.482, 31830.179, 32167.852, 32653.900, 33227.353, 33827.791, 34514.598, 35203.359, 35976.073, 36717.613, 37421.431, 37995.626, 38323.975, 38706.706, 39020.944, 39443.552, 39790.208, 40217.439, 40647.728, 41195.317, 41765.692, 42259.627, 42775.186, 43316.019, 43803.807, 44308.268, 44815.958, 45232.565, 45779.432, 46418.125, 46919.267, 47414.272, 47852.293, 48379.429, 49000.722, 49466.280, 49997.006, 50404.064, 50823.709, 51254.679, 51645.162, 51955.672, 52268.256, 52491.592, 52759.797, 52910.872, 53126.714, 53220.702, 53227.549, 53210.855, 53221.308, 53201.592, 53105.267, 52997.152, 52904.183, 52708.680, 52519.266, 52355.751, 52081.183, 51828.836, 51622.867, 51401.336, 51228.440, 50938.229, 50705.409, 50333.388, 50060.730, 49729.647, 49398.535, 49010.707, 48709.429, 48448.718, 48151.140, 47880.300, 47645.109, 47418.382, 47154.271, 46918.619, 46602.051, 46356.468, 46158.691, 45835.425, 45571.053, 45406.537, 45046.085, 44712.034, 44169.332, 43299.623
3.00,48.228,1838.8,RAW,2,390,720,320000,4855.934, 6076.519, 7469.927, 8880.017, 10151.958, 11200.760, 12074.093, 12527.000, 12509.594, 11850.335, 10784.432, 9717.700, 8780.342, 8114.255, 7630.874, 7308.771, 7154.518, 7162.317, 7277.320, 7505.582, 7900.785, 8304.448, 8785.856, 9186.169, 9562.715, 9855.997, 10222.972, 10493.384, 10743.276, 10814.897, 10798.498, 10639.833, 10441.034, 10295.933, 10170.868, 10123.922, 10108.182, 10087.319, 10081.394, 10109.929, 10174.219, 10313.245, 10459.236, 10666.826, 10906.099, 11191.738, 11517.663, 11919.789, 12330.485, 12817.611, 13328.587, 13948.175, 14550.477, 15229.340, 15920.751, 16590.609, 17260.011, 17875.139, 18369.608, 18747.308, 18989.570, 19225.559, 19362.108, 19508.110, 19703.050, 19866.011, 20167.799, 20467.483, 20770.136, 21036.603, 21326.136, 21634.876, 21948.164, 22202.974, 22528.166, 22862.137, 23134.266, 23378.068, 23788.504, 24202.250, 24726.225, 25333.608, 25944.905, 26614.096, 27336.754, 28074.899, 28805.112, 29523.625, 30189.820, 30828.989, 31404.662, 32062.298, 32836.259, 33733.641, 34767.125, 35983.998, 37577.510, 39353.273, 41423.427, 43793.698, 46403.070, 49295.993, 52458.006, 55966.752, 59631.805, 63557.717, 67822.045, 72192.327, 76862.571, 81687.026, 86506.403, 91485.776, 96584.589, 101697.553, 106688.259, 111747.120, 116493.281, 121035.280, 125495.604, 129667.351, 133613.575, 137424.454, 140628.084, 143894.191, 146676.777, 149062.579, 151281.734, 153327.735, 155011.609, 156492.958, 157818.536, 158967.756, 159821.959, 160640.908, 161155.605, 161551.337, 161823.404, 162255.841, 162483.114, 162730.000, 162724.168, 162644.809, 162530.500, 162336.484, 162012.460, 161649.206, 161103.202, 160784.107, 160395.290, 160167.119, 159984.850, 159891.018, 159494.831, 159226.105, 158717.089, 158377.077, 157989.736, 157759.788, 157446.964, 157181.075, 156656.436, 155858.165, 155085.852, 153487.718, 151014.813
4.00,48.228,1807.7,RAW,2,390,720,320000,3711.872, 4491.093, 5459.208, 6400.987, 7211.466, 7928.118, 8511.722, 8782.000, 8756.226, 8267.234, 7545.288, 6808.343, 6155.495, 5688.279, 5347.096, 5107.705, 4982.171, 4955.984, 4998.262, 5157.381, 5390.329, 5628.079, 5917.574, 6148.041, 6367.604, 6566.094, 6778.384, 6949.061, 7072.818, 7102.333, 7063.329, 6944.708, 6769.637, 6633.873, 6512.813, 6449.967, 6396.811, 6356.848, 6327.449, 6312.048, 6324.844, 6362.956, 6444.793, 6531.499, 6691.103, 6843.116, 7025.063, 7240.788, 7496.571, 7772.996, 8077.841, 8449.802, 8844.198, 9235.846, 9671.759, 10096.589, 10498.422, 10850.170, 11190.236, 11393.877, 11524.155, 11628.981, 11695.520, 11759.764, 11869.364, 12002.603, 12146.006, 12341.914, 12508.835, 12667.350, 12880.890, 13109.192, 13308.416, 13490.805, 13691.260, 13918.746, 14145.642, 14327.679, 14578.123, 14848.333, 15223.296, 15609.445, 15984.313, 16476.282, 16966.875, 17423.286, 17947.366, 18480.764, 18953.860, 19413.028, 19935.540, 20527.391, 21195.780, 22122.700, 23065.390, 24441.700, 26077.460, 28032.922, 30316.331, 32880.583, 35924.485, 39184.643, 42868.611, 46721.024, 50972.460, 55602.012, 60456.335, 65649.036, 70819.971, 76329.097, 81868.374, 87701.564, 93527.088, 99137.081, 104788.112, 110284.972, 115820.113, 120988.457, 126016.821, 130540.081, 134944.680, 139087.920, 142830.539, 146396.799, 149572.473, 152025.329, 154389.303, 156680.537, 158617.617, 160442.238, 161823.844, 162987.527, 163992.953, 164922.376, 165665.965, 166156.036, 166475.875, 166918.669, 167235.930, 167538.897, 167677.330, 167708.248, 167698.263, 167459.409, 167160.605, 166843.094, 166312.711, 166088.854, 165816.993, 165675.621, 165499.649, 165300.750, 165094.598, 164862.638, 164471.295, 164122.173, 163858.005, 163626.618, 163294.818, 163009.197, 162522.969, 161806.521, 161118.496, 159376.522, 156786.021
5.00,48.425,1812.7,RAW,2,390,720,320000,3998.566, 4944.912, 6015.765, 7118.950, 8070.783, 8905.380, 9595.177, 9933.358, 9886.379, 9304.065, 8449.190, 7582.888, 6833.412, 6244.961, 5849.144, 5560.648, 5382.724, 5362.350, 5404.180, 5589.915, 5842.958, 6124.115, 6442.015, 6708.994, 6965.167, 7193.926, 7415.127, 7599.645, 7733.277, 7758.000, 7718.424, 7550.123, 7361.144, 7178.537, 7020.539, 6927.026, 6866.848, 6808.058, 6745.749, 6710.320, 6716.904, 6756.415, 6842.994, 6927.256, 7099.692, 7276.479, 7451.118, 7718.043, 7985.270, 8295.134, 8634.227, 9059.281, 9490.635, 9965.507, 10482.960, 10923.355, 11393.977, 11819.987, 12132.475, 12397.441, 12524.855, 12656.589, 12690.067, 12748.555, 12831.951, 12977.094, 13131.002, 13300.917, 13488.135, 13714.646, 13874.103, 14070.972, 14285.919, 14469.004, 14706.414, 14926.981, 15125.731, 15315.321, 15614.559, 15890.360, 16253.117, 16633.737, 17089.318, 17561.822, 18062.355, 18584.684, 19122.696, 19653.673, 20121.069, 20642.265, 21157.135, 21728.500, 22442.447, 23330.880, 24420.370, 25849.382, 27454.275, 29469.342, 31753.196, 34512.104, 37572.024, 40997.099, 44680.785, 48736.695, 53058.929, 57727.072, 62749.904, 67937.036, 73192.777, 78795.576, 84540.072, 90479.522, 96241.148, 102066.839, 107679.077, 113360.819, 118866.650, 123953.039, 128874.756, 133692.564, 137983.880, 142244.262, 145741.709, 149502.314, 152689.531, 155187.084, 157585.382, 159736.381, 161668.732, 163331.341, 164697.361, 166079.382, 167054.287, 167842.939, 168459.493, 168841.744, 169215.953, 169701.843, 170051.724, 170255.726, 170315.342, 170236.000, 170158.780, 170051.547, 169789.215, 169461.733, 168835.216, 168343.974, 168226.674, 168061.689, 167894.735, 167702.134, 167375.599, 166988.692, 166663.551, 166313.389, 166044.424, 165880.194, 165466.014, 165153.419, 164593.051, 163888.344, 163017.819, 161538.864, 158887.957
6.00,48.228,1804.7,RAW,2,390,720,320000,3862.594, 4758.608, 5822.151, 6873.707, 7796.216, 8582.509, 9255.820, 9549.333, 9508.882, 8941.018, 8115.629, 7242.565, 6493.889, 5968.561, 5554.652, 5265.117, 5083.937, 5040.471, 5079.710, 5222.713, 5451.533, 5712.304, 6013.799, 6281.288, 6490.424, 6718.942, 6901.231, 7083.908, 7199.691, 7220.129, 7151.485, 6986.560, 6758.703, 6583.444, 6435.452, 6323.998, 6236.916, 6142.132, 6083.906, 6047.965, 6033.281, 6051.878, 6097.830, 6189.245, 6303.810, 6447.134, 6633.520, 6862.611, 7101.785, 7392.264, 7695.004, 8094.306, 8515.047, 8902.064, 9382.246, 9816.901, 10259.536, 10637.280, 10951.221, 11139.560, 11279.878, 11352.315, 11399.607, 11429.509, 11484.952, 11593.973, 11730.915, 11893.836, 12026.836, 12208.943, 12373.418, 12557.401, 12721.799, 12906.140, 13093.916, 13281.944, 13454.058, 13650.346, 13917.595, 14195.878, 14473.322, 14848.491, 15242.282, 15672.397, 16121.143, 16556.214, 17021.854, 17541.242, 17990.265, 18458.738, 18903.757, 19515.853, 20216.477, 21105.489, 22154.097, 23450.522, 25078.434, 27161.923, 29519.698, 32151.897, 35151.932, 38566.835, 42370.759, 46461.698, 50858.764, 55511.324, 60460.388, 65818.783, 71238.514, 76834.321, 82586.966, 88522.573, 94389.481, 100272.723, 105933.057, 111688.989, 117020.875, 122287.436, 127331.246, 132048.827, 136271.362, 140564.016, 144291.173, 147941.105, 151004.239, 153536.841, 155894.799, 158081.461, 160048.632, 161737.760, 163114.572, 164352.769, 165343.837, 166201.446, 166959.416, 167323.139, 167631.284, 168058.024, 168384.020, 168620.079, 168736.258, 168681.455, 168585.514, 168351.726, 168132.760, 167684.887, 167235.646, 166842.611, 166547.443, 166308.366, 166176.961, 166001.237, 165757.269, 165469.062, 165042.106, 164541.956, 164312.888, 164072.139, 163641.231, 163408.863, 162932.819, 162182.361, 161277.413, 159589.022, 156933.728
7.00,48.425,1807.5,RAW,2,390,720,320000,3848.977, 4708.941, 5732.136, 6762.549, 7679.875, 8488.623, 9075.036, 9375.333, 9338.244, 8813.563, 7992.410, 7154.726, 6450.321, 5919.249, 5511.778, 5237.005, 5087.908, 5037.667, 5089.174, 5232.371, 5479.788, 5742.677, 6007.406, 6295.139, 6505.519, 6720.609, 6916.525, 7081.354, 7224.323, 7246.797, 7183.477, 7006.747, 6817.302, 6621.465, 6502.787, 6402.047, 6333.402, 6281.182, 6201.570, 6175.278, 6160.109, 6192.887, 6257.712, 6353.544, 6466.390, 6641.553, 6808.984, 7031.354, 7284.120, 7564.474, 7887.185, 8263.526, 8675.826, 9099.861, 9565.012, 9988.134, 10427.344, 10785.244, 11116.173, 11327.327, 11457.961, 11523.644, 11601.054, 11633.679, 11702.501, 11806.391, 11942.581, 12119.266, 12266.634, 12469.836, 12635.010, 12815.927, 12969.428, 13165.095, 13379.197, 13594.137, 13772.454, 13950.309, 14225.983, 14468.610, 14816.102, 15162.930, 15598.123, 16022.973, 16479.695, 16972.988, 17431.236, 17901.168, 18358.192, 18835.494, 19332.126, 19929.418, 20576.777, 21427.691, 22507.742, 23806.141, 25533.876, 27434.748, 29770.334, 32469.817, 35486.314, 38914.074, 42693.229, 46714.849, 51077.129, 55726.520, 60586.076, 65950.870, 71245.314, 76855.968, 82512.244, 88294.745, 94103.646, 99913.456, 105420.306, 110941.299, 116348.079, 121300.027, 126224.569, 130851.706, 135006.112, 139103.710, 142512.142, 146262.771, 149167.265, 151619.510, 153816.465, 155879.390, 157652.516, 159406.368, 160878.236, 161930.312, 162934.489, 163532.217, 164243.903, 164778.378, 165058.468, 165521.566, 165861.587, 165914.627, 165938.954, 165958.522, 165913.392, 165792.201, 165559.187, 165010.673, 164457.812, 164174.062, 163932.646, 163794.003, 163626.397, 163452.655, 163182.718, 162897.996, 162450.492, 162147.506, 161837.871, 161662.952, 161201.185, 160859.465, 160425.187, 159727.017, 158907.796, 157342.208, 154722.623
8.00,48.425,1685.2,RAW,2,390,720,320000,2990.601, 3560.001, 4217.442, 4888.853, 5471.708, 5958.071, 6380.199, 6565.691, 6546.170, 6202.559, 5677.608, 5149.519, 4686.398, 4344.300, 4076.708, 3918.635, 3817.192, 3786.471, 3830.747, 3915.314, 4075.533, 4239.168, 4452.057, 4604.958, 4750.248, 4889.300, 5003.152, 5138.649, 5212.208, 5229.488, 5193.342, 5091.479, 4954.370, 4860.384, 4768.506, 4701.764, 4658.885, 4613.798, 4573.328, 4559.292, 4554.128, 4571.480, 4600.079, 4673.367, 4745.193, 4858.872, 4975.739, 5101.324, 5278.036, 5454.732, 5648.668, 5887.989, 6158.443, 6448.752, 6730.953, 7010.886, 7272.284, 7507.075, 7689.979, 7828.194, 7888.503, 7920.996, 7955.173, 7978.316, 7989.333, 8037.908, 8079.855, 8140.380, 8192.867, 8271.702, 8333.941, 8391.757, 8438.994, 8481.317, 8549.463, 8638.568, 8674.220, 8703.074, 8779.884, 8900.421, 9027.128, 9168.504, 9290.920, 9476.081, 9656.345, 9846.356, 10040.600, 10186.440, 10330.215, 10453.775, 10526.038, 10573.186, 10663.417, 10776.582, 10884.628, 10970.141, 11034.361, 11186.592, 11324.853, 11410.444, 11481.255, 11546.008, 11660.295, 11775.815, 11850.140, 11903.693, 11950.387, 12057.688, 12160.467, 12229.954, 12257.373, 12315.711, 12388.101, 12501.613, 12570.971, 12607.787, 12626.000, 12666.948, 12725.702, 12816.925, 12854.645, 12851.559, 12842.566, 12888.317, 12953.820, 12986.703, 12988.542, 12948.508, 12905.682, 12911.705, 12952.575, 12991.563, 12973.158, 12888.572, 12819.533, 12791.667, 12837.906, 12878.080, 12877.070, 12799.734, 12690.727, 12617.108, 12631.923, 12688.116, 12695.000, 12636.663, 12509.503, 12387.972, 12324.674, 12348.286, 12423.373, 12459.904, 12427.860, 12302.862, 12164.144, 12118.667, 12151.216, 12214.248, 12270.667, 12232.589, 12128.472, 11926.324, 11812.482, 11734.961, 11662.888
