sample_id,text_id,timestamp,offset(cm),uncorr height(mm),orientation,x-sect area (mm^2),benchmark offset(cm)
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.00, -162.234, Y-Z plane, 241.046,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.01, -157.872, Y-Z plane, 236.684,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.02, -153.560, Y-Z plane, 232.373,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.03, -149.300, Y-Z plane, 228.113,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.04, -145.090, Y-Z plane, 223.903,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.05, -140.930, Y-Z plane, 219.743,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.06, -136.821, Y-Z plane, 215.633,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.07, -132.761, Y-Z plane, 211.573,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.08, -128.750, Y-Z plane, 207.563,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.09, -124.788, Y-Z plane, 203.601,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.10, -120.876, Y-Z plane, 199.688,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.11, -117.012, Y-Z plane, 195.824,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.12, -113.196, Y-Z plane, 192.009,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.13, -109.428, Y-Z plane, 188.241,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.14, -105.708, Y-Z plane, 184.521,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.15, -102.036, Y-Z plane, 180.848,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.16, -98.410, Y-Z plane, 177.223,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.17, -94.832, Y-Z plane, 173.645,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.18, -91.300, Y-Z plane, 170.113,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.19, -87.815, Y-Z plane, 166.628,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.20, -84.376, Y-Z plane, 163.188,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.21, -80.982, Y-Z plane, 159.795,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.22, -77.634, Y-Z plane, 156.447,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.23, -74.332, Y-Z plane, 153.144,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.24, -71.074, Y-Z plane, 149.887,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.25, -67.861, Y-Z plane, 146.674,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.26, -64.692, Y-Z plane, 143.505,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.27, -61.568, Y-Z plane, 140.381,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.28, -58.488, Y-Z plane, 137.300,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.29, -55.451, Y-Z plane, 134.263,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.30, -52.457, Y-Z plane, 131.270,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.31, -49.507, Y-Z plane, 128.319,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.32, -46.599, Y-Z plane, 125.411,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.33, -43.734, Y-Z plane, 122.546,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.34, -40.911, Y-Z plane, 119.723,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.35, -38.129, Y-Z plane, 116.942,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.36, -35.390, Y-Z plane, 114.203,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.37, -32.692, Y-Z plane, 111.505,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.38, -30.035, Y-Z plane, 108.848,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.39, -27.419, Y-Z plane, 106.232,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.40, -24.844, Y-Z plane, 103.656,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.41, -22.308, Y-Z plane, 101.121,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.42, -19.813, Y-Z plane,  98.626,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.43, -17.358, Y-Z plane,  96.170,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.44, -14.942, Y-Z plane,  93.754,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.45, -12.565, Y-Z plane,  91.377,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.46, -10.227, Y-Z plane,  89.039,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.47,  -7.927, Y-Z plane,  86.740,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.48,  -5.666, Y-Z plane,  84.479,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.49,  -3.443, Y-Z plane,  82.256,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.50,  -1.258, Y-Z plane,  80.071,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.51,   0.889, Y-Z plane,  78.245,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.52,   3.000, Y-Z plane,  76.942,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.53,   5.073, Y-Z plane,  75.632,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.54,   7.110, Y-Z plane,  73.743,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.55,   9.110, Y-Z plane,  71.919,   0.000, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.56,  11.074, Y-Z plane,  70.043, 4022.808, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.57,  13.002, Y-Z plane,  68.224, 3973.663, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.58,  14.895, Y-Z plane,  66.413, 3910.880, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.59,  16.752, Y-Z plane,  64.581, 3836.511, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.60,  18.575, Y-Z plane,  62.787, 3754.995, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.61,  20.362, Y-Z plane,  61.085, 3670.893, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.62,  22.116, Y-Z plane,  59.390, 3581.473, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.63,  23.834, Y-Z plane,  57.752, 3490.270, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.64,  25.519, Y-Z plane,  56.131, 3396.030, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.65,  27.171, Y-Z plane,  54.505, 3297.798, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.66,  28.789, Y-Z plane,  52.861, 3195.277, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.67,  30.374, Y-Z plane,  51.301, 3095.311, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.68,  31.926, Y-Z plane,  49.776, 2995.338, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.69,  33.445, Y-Z plane,  48.291, 2896.154, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.70,  34.933, Y-Z plane,  46.826, 2796.630, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.71,  36.388, Y-Z plane,  45.377, 2696.908, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.72,  37.811, Y-Z plane,  43.965, 2598.623, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.73,  39.203, Y-Z plane,  42.585, 2501.664, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.74,  40.564, Y-Z plane,  41.209, 2404.258, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.75,  41.895, Y-Z plane,  39.864, 2308.464, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.76,  43.194, Y-Z plane,  38.550, 2214.542, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.77,  44.463, Y-Z plane,  37.278, 2123.373, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.78,  45.702, Y-Z plane,  36.041, 2034.614, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.79,  46.911, Y-Z plane,  34.833, 1947.867, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.80,  48.091, Y-Z plane,  33.654, 1863.303, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.81,  49.242, Y-Z plane,  32.504, 1780.958, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.82,  50.364, Y-Z plane,  31.385, 1701.154, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.83,  51.456, Y-Z plane,  30.289, 1623.225, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.84,  52.521, Y-Z plane,  29.224, 1547.919, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.85,  53.557, Y-Z plane,  28.184, 1474.747, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.86,  54.566, Y-Z plane,  27.171, 1403.956, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.87,  55.547, Y-Z plane,  26.187, 1335.663, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.88,  56.501, Y-Z plane,  25.230, 1269.761, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.89,  57.428, Y-Z plane,  24.300, 1206.298, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.90,  58.328, Y-Z plane,  23.392, 1144.904, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.91,  59.201, Y-Z plane,  22.512, 1085.970, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.92,  60.049, Y-Z plane,  21.659, 1029.438, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.93,  60.870, Y-Z plane,  20.835, 975.462, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.94,  61.666, Y-Z plane,  20.040, 923.895, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.95,  62.436, Y-Z plane,  19.262, 874.120, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.96,  63.182, Y-Z plane,  18.508, 826.459, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.97,  63.902, Y-Z plane,  17.780, 780.999, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.98,  64.598, Y-Z plane,  17.080, 737.931, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    0.99,  65.270, Y-Z plane,  16.404, 696.857, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.00,  65.918, Y-Z plane,  15.754, 657.949, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.01,  66.542, Y-Z plane,  15.127, 620.977, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.02,  67.143, Y-Z plane,  14.517, 585.532, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.03,  67.720, Y-Z plane,  13.939, 552.449, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.04,  68.275, Y-Z plane,  13.377, 520.776, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.05,  68.807, Y-Z plane,  12.840, 490.958, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.06,  69.317, Y-Z plane,  12.327, 462.983, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.07,  69.805, Y-Z plane,  11.835, 436.530, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.08,  70.271, Y-Z plane,  11.362, 411.546, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.09,  70.716, Y-Z plane,  10.914, 388.254, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.10,  71.139, Y-Z plane,  10.484, 366.242, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.11,  71.541, Y-Z plane,  10.080, 345.953, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.12,  71.923, Y-Z plane,   9.697, 326.984, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.13,  72.284, Y-Z plane,   9.334, 309.315, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.14,  72.626, Y-Z plane,   8.993, 292.962, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.15,  72.947, Y-Z plane,   8.673, 277.871, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.16,  73.249, Y-Z plane,   8.372, 263.889, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.17,  73.532, Y-Z plane,   8.089, 250.959, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.18,  73.795, Y-Z plane,   7.826, 239.077, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.19,  74.040, Y-Z plane,   7.581, 228.189, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.20,  74.267, Y-Z plane,   7.354, 218.261, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.21,  74.475, Y-Z plane,   7.145, 209.210, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.22,  74.666, Y-Z plane,   6.953, 200.998, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.23,  74.838, Y-Z plane,   6.780, 193.700, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.24,  74.994, Y-Z plane,   6.624, 187.192, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.25,  75.132, Y-Z plane,   6.485, 181.459, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.26,  75.254, Y-Z plane,   6.363, 176.456, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.27,  75.359, Y-Z plane,   6.258, 172.181, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.28,  75.448, Y-Z plane,   6.169, 168.591, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.29,  75.521, Y-Z plane,   6.096, 165.663, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.30,  75.578, Y-Z plane,   6.039, 163.389, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.31,  75.620, Y-Z plane,   5.998, 161.722, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.32,  75.647, Y-Z plane,   5.971, 160.659, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.33,  75.659, Y-Z plane,   5.959, 160.187, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.34,  75.656, Y-Z plane,   5.962, 160.291, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.35,  75.639, Y-Z plane,   5.978, 160.963, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.36,  75.608, Y-Z plane,   6.009, 162.192, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.37,  75.564, Y-Z plane,   6.054, 163.973, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.38,  75.506, Y-Z plane,   6.112, 166.283, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.39,  75.434, Y-Z plane,   6.183, 169.149, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.40,  75.350, Y-Z plane,   6.267, 172.553, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.41,  75.253, Y-Z plane,   6.364, 176.494, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.42,  75.144, Y-Z plane,   6.474, 180.987, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.43,  75.023, Y-Z plane,   6.595, 186.005, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.44,  74.889, Y-Z plane,   6.729, 191.563, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.45,  74.745, Y-Z plane,   6.874, 197.647, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.46,  74.589, Y-Z plane,   7.030, 204.277, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.47,  74.422, Y-Z plane,   7.199, 211.539, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.48,  74.244, Y-Z plane,   7.377, 219.240, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.49,  74.056, Y-Z plane,   7.565, 227.483, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.50,  73.858, Y-Z plane,   7.763, 236.269, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.51,  73.650, Y-Z plane,   7.971, 245.603, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.52,  73.433, Y-Z plane,   8.188, 255.475, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.53,  73.206, Y-Z plane,   8.415, 265.896, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.54,  72.970, Y-Z plane,   8.651, 276.861, 5.700000
UNCOVERED-STANDARDS-20241120, UNCOVERED-STANDARDS-20241120, 24-11-20 21:13:243 UTC,    1.55,  72.725, Y-Z plane,   8.894, 288.258, 5.700000
