label_id,text_id,timestamp,offset(cm),X,Y,Z,L,*a,*b,Chroma,Hue,sensor_temp(C),dark_pixel,data_type,bin_interval(nm),start_wavelength,end_wavelength,time(us),390.0, 392.0, 394.0, 396.0, 398.0, 400.0, 402.0, 404.0, 406.0, 408.0, 410.0, 412.0, 414.0, 416.0, 418.0, 420.0, 422.0, 424.0, 426.0, 428.0, 430.0, 432.0, 434.0, 436.0, 438.0, 440.0, 442.0, 444.0, 446.0, 448.0, 450.0, 452.0, 454.0, 456.0, 458.0, 460.0, 462.0, 464.0, 466.0, 468.0, 470.0, 472.0, 474.0, 476.0, 478.0, 480.0, 482.0, 484.0, 486.0, 488.0, 490.0, 492.0, 494.0, 496.0, 498.0, 500.0, 502.0, 504.0, 506.0, 508.0, 510.0, 512.0, 514.0, 516.0, 518.0, 520.0, 522.0, 524.0, 526.0, 528.0, 530.0, 532.0, 534.0, 536.0, 538.0, 540.0, 542.0, 544.0, 546.0, 548.0, 550.0, 552.0, 554.0, 556.0, 558.0, 560.0, 562.0, 564.0, 566.0, 568.0, 570.0, 572.0, 574.0, 576.0, 578.0, 580.0, 582.0, 584.0, 586.0, 588.0, 590.0, 592.0, 594.0, 596.0, 598.0, 600.0, 602.0, 604.0, 606.0, 608.0, 610.0, 612.0, 614.0, 616.0, 618.0, 620.0, 622.0, 624.0, 626.0, 628.0, 630.0, 632.0, 634.0, 636.0, 638.0, 640.0, 642.0, 644.0, 646.0, 648.0, 650.0, 652.0, 654.0, 656.0, 658.0, 660.0, 662.0, 664.0, 666.0, 668.0, 670.0, 672.0, 674.0, 676.0, 678.0, 680.0, 682.0, 684.0, 686.0, 688.0, 690.0, 692.0, 694.0, 696.0, 698.0, 700.0, 702.0, 704.0, 706.0, 708.0, 710.0, 712.0, 714.0, 716.0, 718.0

STND-White,WHITE,14-11-10 03:35:293 UTC,0.30,94.797 ,97.400 ,118.904 ,98.986 ,4.314 ,-8.661 ,9.676 ,296.478 ,48.623,2153,NORM,2,390,720,320000,91.256, 91.481, 91.982, 92.795, 93.116, 92.945, 92.950, 94.065, 95.476, 97.626, 99.275, 99.620, 99.828, 99.433, 98.772, 98.505, 98.177, 97.450, 96.752, 95.896, 95.104, 94.868, 95.382, 95.046, 95.596, 96.128, 96.352, 96.869, 97.598, 97.962, 98.930, 99.836, 100.000, 99.774, 99.251, 99.607, 99.448, 99.506, 99.658, 99.130, 98.917, 98.604, 98.516, 98.309, 97.914, 97.787, 97.720, 97.765, 97.250, 97.313, 97.219, 96.923, 96.717, 96.552, 96.511, 96.601, 96.535, 96.519, 96.673, 96.740, 96.915, 97.154, 97.200, 97.250, 97.234, 97.298, 97.126, 97.078, 97.114, 97.208, 97.074, 97.049, 97.256, 97.199, 97.133, 97.218, 97.200, 97.241, 97.065, 97.173, 97.162, 97.102, 97.178, 97.222, 97.308, 97.255, 97.390, 97.288, 97.444, 97.293, 97.423, 97.387, 97.523, 97.342, 97.487, 97.523, 97.296, 97.561, 97.503, 97.693, 97.682, 97.658, 97.738, 97.773, 97.565, 97.737, 97.684, 97.767, 97.802, 97.758, 97.755, 97.882, 97.848, 97.858, 97.937, 97.833, 97.764, 97.843, 97.852, 97.916, 97.878, 97.896, 97.946, 97.937, 97.883, 97.863, 97.879, 97.858, 97.888, 97.892, 97.936, 97.919, 97.939, 97.930, 98.020, 97.875, 97.949, 97.882, 98.014, 97.894, 97.963, 97.960, 97.960, 97.994, 97.970, 97.911, 98.010, 98.014, 97.955, 97.965, 97.984, 98.009, 97.982, 97.986, 98.006, 97.983, 97.959, 98.004, 97.885, 97.947, 98.069, 97.955, 98.015, 98.066, 97.887
